UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO
1108507,08,2,1,1,1,2,1,2,7,1,,3162,01005,077,U,3,2
1108507,12,3,1,1,1,1,1,2,3,1,,3162,01005,077,U,3,2
1108507,13,2,1,1,1,1,1,2,8,1,,3162,01005,077,U,3,2
1108507,14,2,1,1,1,2,1,2,6,1,,3162,01005,077,U,3,2
1108507,20,2,1,1,1,2,2,2,4,1,,3162,01005,077,U,3,2
1108507,05,2,1,1,1,1,2,2,4,1,,3162,01005,077,U,3,2
1108812,09,3,1,1,1,1,1,1,5,1,,3570,01006,077,U,3,2
1108812,14,3,1,1,1,1,2,2,3,1,,3570,01006,077,U,3,2
1108812,15,2,1,1,1,1,1,2,5,1,,3570,01006,077,U,3,2
1108812,17,3,1,1,1,1,1,2,5,1,,3570,01006,077,U,3,2
1108812,18,2,1,1,1,1,1,2,5,1,,3570,01006,077,U,3,2
1108812,10,2,1,1,1,1,1,2,5,1,,3570,01006,077,U,3,2
1108812,05,2,1,1,1,1,1,2,3,1,,3570,01006,077,U,3,2
1108812,03,3,1,1,1,1,1,1,3,1,,3570,01006,077,U,3,2
1108812,01,2,1,1,1,1,1,1,5,1,,3570,01006,077,U,3,2
1108812,06,2,1,1,1,1,1,1,5,1,,3570,01006,077,U,3,2
1108812,11,2,1,1,1,1,2,2,1,1,,3570,01006,077,U,3,2
1108812,19,2,1,1,1,1,1,2,1,1,,3570,01006,077,U,3,2
1108812,20,2,1,1,1,2,2,2,16,1,,3570,01006,077,U,3,2
1108812,08,2,1,1,1,1,1,2,3,1,,3570,01006,077,U,3,2
1108812,16,3,2,1,1,1,1,2,3,1,,3570,01006,077,U,3,2
1108812,07,2,1,1,1,1,1,2,8,1,,3570,01006,077,U,3,2
1108812,12,2,1,1,1,1,2,1,7,1,,3570,01006,077,U,3,2
1108812,13,2,1,1,1,1,1,2,4,1,,3570,01006,077,U,3,2
1109143,04,3,1,1,1,1,1,1,4,1,,1087,01007,083,U,1,4
1109143,03,3,1,1,1,1,1,1,2,1,,1087,01007,083,U,1,4
1109143,02,3,1,1,1,1,2,2,2,2,2,1087,01007,083,U,1,4
1109143,01,3,1,1,1,1,1,1,4,1,,1087,01007,083,U,1,4
1109143,05,3,1,1,1,1,1,1,6,1,,1087,01007,083,U,1,4
1109155,05,3,1,1,1,1,1,1,2,1,,1054,01008,083,U,1,4
1109155,04,3,1,1,1,1,1,1,4,1,,1054,01008,083,U,1,4
1109155,03,3,1,1,1,1,1,1,1,1,,1054,01008,083,U,1,4
1109155,01,3,1,1,1,1,1,2,4,1,,1054,01008,083,U,1,4
1109155,02,3,1,1,1,1,1,1,2,1,,1054,01008,083,U,1,4
1160290,02,1,1,2,1,2,2,2,2,1,,2009,01009,079,R,4,2
1160290,15,2,6,1,1,2,2,2,2,1,,2009,01009,079,R,4,2
1160290,12,1,1,1,1,1,1,2,2,1,,2009,01009,079,R,4,2
1160290,11,3,1,1,1,1,1,1,5,1,,2009,01009,079,R,4,2
1160290,20,2,1,1,1,2,2,2,2,1,,2009,01009,079,R,4,2
1160290,17,2,1,1,1,1,1,1,5,1,,2009,01009,079,R,4,2
1160290,18,2,2,2,1,1,1,1,5,1,,2009,01009,079,R,4,2
1160290,19,2,2,2,1,1,1,1,5,1,,2009,01009,079,R,4,2
1160290,10,2,1,1,1,1,1,2,3,1,,2009,01009,079,R,4,2
1160290,05,2,1,2,1,1,1,1,4,1,,2009,01009,079,R,4,2
1160290,06,2,1,2,1,1,1,2,2,1,,2009,01009,079,R,4,2
1160290,07,2,1,2,1,1,1,1,4,1,,2009,01009,079,R,4,2
1160290,01,2,2,2,1,1,2,2,7,1,,2009,01009,079,R,4,2
1160290,04,2,2,1,1,1,1,2,3,1,,2009,01009,079,R,4,2
1160290,16,2,1,2,1,1,1,1,3,1,,2009,01009,079,R,4,2
1160290,08,2,2,2,1,1,1,1,6,1,,2009,01009,079,R,4,2
1160290,09,2,1,2,1,1,1,1,5,1,,2009,01009,079,R,4,2
1160290,13,2,1,1,1,1,2,2,5,1,,2009,01009,079,R,4,2
1160290,14,2,1,1,1,1,2,1,3,1,,2009,01009,079,R,4,2
1160290,03,1,1,1,1,1,1,1,8,1,,2009,01009,079,R,4,2
1160433,02,3,1,1,1,1,2,2,4,1,,1728,01010,078,R,4,1
1160433,18,2,1,1,1,1,1,2,1,1,,1728,01010,078,R,4,1
1160433,04,3,1,1,1,1,1,1,5,1,,1728,01010,078,R,4,1
1160433,08,3,1,1,1,1,2,1,6,1,,1728,01010,078,R,4,1
1160433,09,3,1,1,1,1,1,2,1,1,,1728,01010,078,R,4,1
1160433,05,3,1,1,1,1,2,1,2,1,,1728,01010,078,R,4,1
1160433,07,3,1,1,1,1,1,1,4,1,,1728,01010,078,R,4,1
1160433,10,2,1,1,1,1,1,2,2,1,,1728,01010,078,R,4,1
1160433,16,2,1,1,1,1,1,2,3,1,,1728,01010,078,R,4,1
1160433,17,2,2,5,1,2,2,2,1,1,,1728,01010,078,R,4,1
1160433,20,2,1,1,1,1,1,1,2,1,,1728,01010,078,R,4,1
1160433,12,2,1,1,1,1,2,1,3,1,,1728,01010,078,R,4,1
1160433,13,3,1,1,1,1,1,2,1,1,,1728,01010,078,R,4,1
1160433,14,3,1,1,1,1,1,1,4,1,,1728,01010,078,R,4,1
1160433,15,1,2,1,1,2,2,2,1,1,,1728,01010,078,R,4,1
1160433,03,2,1,1,1,1,1,1,5,1,,1728,01010,078,R,4,1
1160650,02,3,1,1,1,1,1,1,1,1,,2425,01011,078,R,4,1
1160650,07,2,1,2,1,1,1,1,5,1,,2425,01011,078,R,4,1
1160650,13,1,5,2,1,1,2,2,4,1,,2425,01011,078,R,4,1
1160650,11,2,1,2,1,1,1,2,5,1,,2425,01011,078,R,4,1
1160650,15,2,5,2,1,1,1,2,2,1,,2425,01011,078,R,4,1
1160650,01,3,1,1,1,1,1,1,2,1,,2425,01011,078,R,4,1
1160650,04,3,1,1,1,1,1,1,4,1,,2425,01011,078,R,4,1
1160650,09,3,1,2,1,1,1,1,2,1,,2425,01011,078,R,4,1
1160650,21,2,5,2,1,2,2,2,6,2,2,2425,01011,078,R,4,1
1160650,12,2,5,2,1,1,2,2,5,1,,2425,01011,078,R,4,1
1160650,05,3,1,1,1,1,1,1,2,1,,2425,01011,078,R,4,1
1160650,10,2,2,2,1,1,1,2,3,1,,2425,01011,078,R,4,1
1160650,22,2,5,2,1,1,1,1,4,1,,2425,01011,078,R,4,1
1160650,18,2,5,2,1,1,1,1,3,1,,2425,01011,078,R,4,1
1160650,16,3,1,2,1,1,2,1,2,1,,2425,01011,078,R,4,1
1160650,14,2,1,2,1,1,1,2,3,1,,2425,01011,078,R,4,1
1160650,03,3,1,1,1,1,1,1,3,1,,2425,01011,078,R,4,1
1160650,19,2,5,3,1,2,1,2,3,2,2,2425,01011,078,R,4,1
1160650,20,3,5,2,1,1,1,1,4,1,,2425,01011,078,R,4,1
1160650,17,2,5,2,1,1,1,1,4,1,,2425,01011,078,R,4,1
1160650,06,2,5,2,1,1,1,2,3,1,,2425,01011,078,R,4,1
1160693,09,2,1,1,1,1,1,1,7,2,2,1811,01012,078,R,4,1
1160693,08,2,1,1,1,1,1,2,16,1,,1811,01012,078,R,4,1
1160693,07,2,1,1,1,1,1,2,5,1,,1811,01012,078,R,4,1
1160693,06,3,1,1,1,1,1,2,5,1,,1811,01012,078,R,4,1
1160693,14,2,1,1,1,2,2,2,6,1,,1811,01012,078,R,4,1
1160693,13,2,1,1,1,1,2,2,3,1,,1811,01012,078,R,4,1
1160693,12,2,1,1,1,1,1,2,5,1,,1811,01012,078,R,4,1
1160693,11,3,1,1,1,1,2,1,2,1,,1811,01012,078,R,4,1
1160693,10,2,1,1,1,1,1,2,5,1,,1811,01012,078,R,4,1
1160693,18,2,1,1,1,1,1,2,6,1,,1811,01012,078,R,4,1
1160693,17,1,1,1,1,1,1,2,3,1,,1811,01012,078,R,4,1
1160693,16,2,1,1,1,1,1,2,5,1,,1811,01012,078,R,4,1
1160693,04,2,1,1,1,2,2,2,5,1,,1811,01012,078,R,4,1
1160693,03,2,1,1,1,1,2,2,3,1,,1811,01012,078,R,4,1
1160693,02,2,1,1,1,2,2,2,4,1,,1811,01012,078,R,4,1
1160693,01,2,1,1,1,1,1,2,4,1,,1811,01012,078,R,4,1
1160693,05,2,1,1,1,1,1,1,6,1,,1811,01012,078,R,4,1
1160693,15,2,1,1,1,1,1,1,2,1,,1811,01012,078,R,4,1
1160941,08,2,1,1,1,1,2,2,5,1,,1249,01013,079,R,4,2
1160941,10,3,1,1,1,1,1,1,3,1,,1249,01013,079,R,4,2
1160941,04,2,1,1,1,1,1,2,3,1,,1249,01013,079,R,4,2
1160941,15,3,1,1,1,1,1,1,5,1,,1249,01013,079,R,4,2
1160941,20,3,1,1,1,1,1,1,5,1,,1249,01013,079,R,4,2
1160941,14,3,1,1,1,1,1,2,8,1,,1249,01013,079,R,4,2
1160941,18,2,1,1,1,1,1,2,2,1,,1249,01013,079,R,4,2
1160941,17,3,1,1,1,1,1,1,2,1,,1249,01013,079,R,4,2
1160941,01,3,2,1,1,1,1,1,3,1,,1249,01013,079,R,4,2
1160941,09,2,1,1,1,1,1,1,3,1,,1249,01013,079,R,4,2
1160941,12,2,2,1,1,1,1,2,2,1,,1249,01013,079,R,4,2
1160941,02,2,1,1,1,1,2,2,1,1,,1249,01013,079,R,4,2
1160941,13,3,1,1,1,1,1,1,3,1,,1249,01013,079,R,4,2
1160941,16,2,1,1,1,1,1,1,6,2,2,1249,01013,079,R,4,2
1160943,11,2,1,1,1,1,1,2,5,1,,1703,01014,079,R,4,2
1160943,19,2,1,2,1,1,1,2,2,1,,1703,01014,079,R,4,2
1160943,12,2,1,2,1,2,2,2,2,2,2,1703,01014,079,R,4,2
1160943,14,3,1,1,1,1,1,2,4,1,,1703,01014,079,R,4,2
1160943,15,2,1,1,1,1,1,2,2,1,,1703,01014,079,R,4,2
1160943,16,2,1,1,1,2,1,2,3,1,,1703,01014,079,R,4,2
1160943,17,2,1,1,1,1,1,1,5,1,,1703,01014,079,R,4,2
1160943,21,2,1,2,1,1,1,2,6,1,,1703,01014,079,R,4,2
1160943,18,2,3,5,1,1,2,2,3,1,,1703,01014,079,R,4,2
1160943,22,3,2,1,1,1,2,1,5,1,,1703,01014,079,R,4,2
1160943,01,3,1,1,1,1,1,2,4,1,,1703,01014,079,R,4,2
1160943,02,2,1,1,1,1,1,2,3,1,,1703,01014,079,R,4,2
1160943,03,2,1,1,1,1,1,2,1,1,,1703,01014,079,R,4,2
1160943,04,2,1,1,1,1,1,2,2,1,,1703,01014,079,R,4,2
1160943,05,2,2,1,1,2,2,2,2,1,,1703,01014,079,R,4,2
1160943,08,3,1,1,1,1,1,2,4,1,,1703,01014,079,R,4,2
1160943,10,2,1,1,1,1,2,2,3,1,,1703,01014,079,R,4,2
1160943,09,2,1,1,1,1,1,2,5,1,,1703,01014,079,R,4,2
1160943,20,3,2,2,1,1,1,2,4,1,,1703,01014,079,R,4,2
1160943,07,1,4,2,1,2,2,2,3,1,,1703,01014,079,R,4,2
1160980,19,3,1,2,1,1,1,1,3,1,,2031,01015,078,R,4,1
1160980,09,3,1,2,1,1,1,2,6,1,,2031,01015,078,R,4,1
1160980,12,2,2,2,1,1,1,1,5,1,,2031,01015,078,R,4,1
1160980,13,3,1,2,1,1,1,2,3,1,,2031,01015,078,R,4,1
1160980,14,2,2,2,1,1,1,2,1,1,,2031,01015,078,R,4,1
1160980,15,2,1,2,1,1,1,1,4,1,,2031,01015,078,R,4,1
1160980,02,2,2,2,1,1,1,1,4,1,,2031,01015,078,R,4,1
1160980,17,2,2,2,1,1,1,2,8,1,,2031,01015,078,R,4,1
1160980,01,2,2,2,1,2,2,2,3,1,,2031,01015,078,R,4,1
1160980,05,2,2,2,1,1,2,2,3,1,,2031,01015,078,R,4,1
1160980,03,2,1,2,1,1,1,1,3,1,,2031,01015,078,R,4,1
1160980,04,3,1,2,1,1,1,1,5,1,,2031,01015,078,R,4,1
1160980,16,3,2,2,1,1,2,2,2,1,,2031,01015,078,R,4,1
1160980,18,2,2,5,1,1,1,1,4,1,,2031,01015,078,R,4,1
1160980,06,2,2,2,1,1,1,2,7,1,,2031,01015,078,R,4,1
1160980,07,2,1,2,1,1,2,2,5,1,,2031,01015,078,R,4,1
1160980,08,3,1,2,1,1,1,2,5,1,,2031,01015,078,R,4,1
1160980,11,2,1,2,1,1,1,1,2,1,,2031,01015,078,R,4,1
1161033,19,2,6,2,1,1,1,2,7,1,,1715,01016,078,R,4,1
1161033,01,2,6,2,1,1,1,1,8,1,,1715,01016,078,R,4,1
1161033,08,2,2,2,1,1,1,2,5,1,,1715,01016,078,R,4,1
1161033,06,2,1,2,1,1,1,2,1,1,,1715,01016,078,R,4,1
1161033,04,2,2,2,1,1,1,1,5,1,,1715,01016,078,R,4,1
1161033,03,2,1,2,1,1,1,1,2,1,,1715,01016,078,R,4,1
1161033,20,2,1,2,1,1,2,2,2,1,,1715,01016,078,R,4,1
1161033,17,2,2,2,1,1,2,2,3,1,,1715,01016,078,R,4,1
1161033,10,2,2,2,1,1,1,2,3,1,,1715,01016,078,R,4,1
1161033,05,3,6,4,1,1,1,2,2,1,,1715,01016,078,R,4,1
1161033,16,3,2,2,1,1,1,2,1,1,,1715,01016,078,R,4,1
1161033,14,3,2,1,1,1,1,2,6,1,,1715,01016,078,R,4,1
1161033,13,2,2,2,1,1,2,2,4,1,,1715,01016,078,R,4,1
1161033,11,2,2,2,1,1,2,2,5,1,,1715,01016,078,R,4,1
1161033,15,2,2,2,1,1,2,2,2,1,,1715,01016,078,R,4,1
1161033,09,2,2,2,1,1,1,1,3,1,,1715,01016,078,R,4,1
1161033,07,2,1,2,1,1,2,2,1,1,,1715,01016,078,R,4,1
1161033,02,2,2,2,1,1,1,2,2,1,,1715,01016,078,R,4,1
1161033,12,2,1,2,1,1,1,1,2,1,,1715,01016,078,R,4,1
1161155,14,3,1,1,1,1,1,2,6,1,,1776,01017,079,R,4,2
1161155,12,3,1,5,1,1,1,2,3,1,,1776,01017,079,R,4,2
1161155,17,3,1,3,1,1,2,2,1,1,,1776,01017,079,R,4,2
1161155,19,2,1,3,1,1,2,2,1,1,,1776,01017,079,R,4,2
1161155,20,3,1,3,1,1,1,1,6,1,,1776,01017,079,R,4,2
1161155,16,2,1,3,1,1,1,2,5,1,,1776,01017,079,R,4,2
1161155,18,3,1,2,1,1,1,2,2,1,,1776,01017,079,R,4,2
1161155,05,2,2,1,1,1,1,1,4,1,,1776,01017,079,R,4,2
1161155,09,3,1,1,1,1,1,2,2,1,,1776,01017,079,R,4,2
1161155,10,2,2,2,1,1,1,2,3,1,,1776,01017,079,R,4,2
1161155,11,2,2,1,1,1,2,2,1,1,,1776,01017,079,R,4,2
1161155,07,3,1,3,1,1,1,1,3,1,,1776,01017,079,R,4,2
1161155,08,2,1,3,1,1,2,2,2,1,,1776,01017,079,R,4,2
1161155,15,2,1,3,1,1,1,1,2,1,,1776,01017,079,R,4,2
1161155,01,2,1,1,1,1,1,1,7,1,,1776,01017,079,R,4,2
1161155,02,3,2,1,1,1,1,1,11,1,,1776,01017,079,R,4,2
1161155,03,2,2,1,1,1,2,2,5,1,,1776,01017,079,R,4,2
1161155,04,3,1,1,1,1,1,1,1,1,,1776,01017,079,R,4,2
1161155,06,3,1,1,1,1,1,1,4,1,,1776,01017,079,R,4,2
1161155,13,2,1,1,1,1,1,1,4,1,,1776,01017,079,R,4,2
1161165,05,3,1,1,1,1,1,2,6,1,,1334,01018,079,R,4,2
1161165,13,3,2,2,1,1,1,1,5,1,,1334,01018,079,R,4,2
1161165,12,2,1,1,1,1,1,2,2,1,,1334,01018,079,R,4,2
1161165,11,3,1,1,1,1,1,1,9,1,,1334,01018,079,R,4,2
1161165,10,2,1,1,1,2,2,2,3,1,,1334,01018,079,R,4,2
1161165,09,2,2,1,1,1,1,2,3,1,,1334,01018,079,R,4,2
1161165,08,3,1,1,1,2,1,2,2,1,,1334,01018,079,R,4,2
1161165,17,2,1,2,1,1,1,1,2,1,,1334,01018,079,R,4,2
1161165,16,3,1,2,1,1,1,2,8,1,,1334,01018,079,R,4,2
1161165,04,2,1,1,1,1,1,1,5,1,,1334,01018,079,R,4,2
1161165,03,3,1,1,1,1,1,2,3,1,,1334,01018,079,R,4,2
1161165,02,3,2,1,1,1,1,1,6,1,,1334,01018,079,R,4,2
1161165,01,3,1,1,1,1,2,2,2,1,,1334,01018,079,R,4,2
1161165,07,2,2,1,1,1,1,1,4,1,,1334,01018,079,R,4,2
1161165,20,2,2,5,1,2,1,2,4,1,,1334,01018,079,R,4,2
1161165,19,2,2,5,1,1,2,2,5,1,,1334,01018,079,R,4,2
1161165,15,2,1,1,1,1,1,1,4,1,,1334,01018,079,R,4,2
1161165,14,2,1,1,1,1,1,2,2,1,,1334,01018,079,R,4,2
1161179,05,3,5,1,1,1,1,1,4,1,,1843,01019,078,R,4,1
1161179,03,3,1,1,1,1,1,1,4,1,,1843,01019,078,R,4,1
1161179,06,2,2,1,1,1,1,2,4,1,,1843,01019,078,R,4,1
1161179,07,2,2,1,1,2,2,2,4,1,,1843,01019,078,R,4,1
1161179,08,2,2,1,1,1,2,2,5,1,,1843,01019,078,R,4,1
1161179,09,2,1,1,1,1,2,2,2,1,,1843,01019,078,R,4,1
1161179,01,2,1,1,1,1,1,2,4,1,,1843,01019,078,R,4,1
1161179,10,3,1,1,1,1,1,2,2,1,,1843,01019,078,R,4,1
1161179,11,2,2,2,1,1,1,2,3,1,,1843,01019,078,R,4,1
1161179,12,2,2,1,1,1,1,2,2,1,,1843,01019,078,R,4,1
1161179,13,2,2,1,1,2,1,2,7,1,,1843,01019,078,R,4,1
1161179,14,2,2,1,1,1,1,2,7,1,,1843,01019,078,R,4,1
1161179,15,3,1,1,1,1,1,1,4,1,,1843,01019,078,R,4,1
1161179,16,2,2,1,1,1,1,1,2,1,,1843,01019,078,R,4,1
1161179,17,2,1,1,1,1,1,1,2,1,,1843,01019,078,R,4,1
1161179,18,2,1,1,1,1,1,1,4,1,,1843,01019,078,R,4,1
1161179,19,3,1,1,1,1,1,2,4,1,,1843,01019,078,R,4,1
1161179,20,3,1,1,1,1,1,1,2,1,,1843,01019,078,R,4,1
1161179,04,3,1,1,1,1,1,1,3,1,,1843,01019,078,R,4,1
1161179,02,3,1,1,1,1,1,1,6,1,,1843,01019,078,R,4,1
1161270,01,3,1,1,1,1,1,1,3,1,,2080,01020,079,R,4,2
1161270,17,2,1,1,1,1,1,1,6,1,,2080,01020,079,R,4,2
1161270,19,2,2,3,1,1,1,2,4,1,,2080,01020,079,R,4,2
1161270,12,2,1,1,1,2,2,2,3,1,,2080,01020,079,R,4,2
1161270,11,2,1,2,1,1,1,2,4,1,,2080,01020,079,R,4,2
1161270,10,2,1,1,1,1,1,1,2,1,,2080,01020,079,R,4,2
1161270,05,2,1,1,1,1,1,1,4,1,,2080,01020,079,R,4,2
1161270,04,2,2,2,1,1,2,2,6,1,,2080,01020,079,R,4,2
1161270,20,2,1,2,1,1,1,2,5,1,,2080,01020,079,R,4,2
1161270,18,2,2,1,1,1,1,2,1,1,,2080,01020,079,R,4,2
1161270,07,2,2,1,1,1,2,2,1,1,,2080,01020,079,R,4,2
1161270,06,2,2,1,1,2,1,2,6,1,,2080,01020,079,R,4,2
1161270,09,3,1,1,1,1,1,1,6,1,,2080,01020,079,R,4,2
1161270,14,2,2,2,1,1,1,2,4,1,,2080,01020,079,R,4,2
1161270,15,3,1,2,1,1,1,2,2,1,,2080,01020,079,R,4,2
1161270,13,3,2,1,1,1,1,2,4,1,,2080,01020,079,R,4,2
1161270,16,3,1,1,1,1,1,2,2,1,,2080,01020,079,R,4,2
1161270,08,2,2,2,1,1,1,1,4,1,,2080,01020,079,R,4,2
1161270,03,2,1,1,1,1,1,1,4,1,,2080,01020,079,R,4,2
1161338,05,2,2,1,1,1,1,2,4,1,,2301,01021,079,R,4,2
1161338,01,2,1,1,1,2,1,2,4,1,,2301,01021,079,R,4,2
1161338,03,2,2,2,1,1,1,2,5,1,,2301,01021,079,R,4,2
1161338,07,2,2,1,1,1,2,2,4,1,,2301,01021,079,R,4,2
1161338,02,3,1,1,1,1,1,1,3,1,,2301,01021,079,R,4,2
1161338,09,2,1,1,1,1,1,1,2,1,,2301,01021,079,R,4,2
1161338,08,2,2,1,1,1,1,2,4,1,,2301,01021,079,R,4,2
1161338,06,2,2,2,1,1,2,2,3,1,,2301,01021,079,R,4,2
1161338,17,2,1,1,1,1,1,1,10,1,,2301,01021,079,R,4,2
1161338,16,2,1,1,1,1,1,1,5,1,,2301,01021,079,R,4,2
1161338,12,1,1,1,1,1,1,1,5,1,,2301,01021,079,R,4,2
1161338,13,2,1,1,1,1,1,1,8,1,,2301,01021,079,R,4,2
1161338,11,3,1,1,1,1,1,1,5,1,,2301,01021,079,R,4,2
1161338,10,1,1,1,1,1,1,2,2,1,,2301,01021,079,R,4,2
1161338,19,3,1,1,1,1,2,2,4,1,,2301,01021,079,R,4,2
1161338,18,2,2,1,1,1,1,2,8,1,,2301,01021,079,R,4,2
1161338,04,2,1,1,1,1,1,2,4,1,,2301,01021,079,R,4,2
1161367,04,2,1,1,1,1,1,1,6,1,,1457,01022,078,R,4,1
1161367,01,3,1,1,1,1,2,1,1,1,,1457,01022,078,R,4,1
1161367,09,2,1,2,1,1,1,2,7,1,,1457,01022,078,R,4,1
1161367,10,2,1,1,1,1,1,1,3,1,,1457,01022,078,R,4,1
1161367,16,2,1,1,1,1,1,1,2,1,,1457,01022,078,R,4,1
1161367,13,2,1,2,1,1,1,2,6,1,,1457,01022,078,R,4,1
1161367,12,2,2,5,1,1,1,2,2,1,,1457,01022,078,R,4,1
1161367,11,2,1,1,1,1,2,2,2,1,,1457,01022,078,R,4,1
1161367,17,2,2,2,1,1,1,2,5,1,,1457,01022,078,R,4,1
1161367,14,2,2,5,1,2,1,2,4,1,,1457,01022,078,R,4,1
1161367,03,2,1,1,1,1,1,2,2,1,,1457,01022,078,R,4,1
1161367,20,3,1,2,1,1,1,2,3,1,,1457,01022,078,R,4,1
1161367,18,2,6,5,1,1,2,2,6,1,,1457,01022,078,R,4,1
1161367,15,2,1,2,1,1,1,1,3,1,,1457,01022,078,R,4,1
1161367,07,2,1,1,1,1,1,2,2,1,,1457,01022,078,R,4,1
1161367,02,2,1,1,1,1,1,1,5,1,,1457,01022,078,R,4,1
1161367,05,2,1,2,1,1,1,2,3,1,,1457,01022,078,R,4,1
1200025,04,3,1,1,1,1,2,1,2,1,,96,01023,093,U,1,4
1200025,01,3,1,2,1,1,1,1,1,1,,96,01023,093,U,1,4
1200025,03,3,1,1,1,1,1,1,2,1,,96,01023,093,U,1,4
1200028,03,3,1,1,1,1,1,1,3,1,,108,01024,093,U,1,4
1200028,05,3,1,2,1,1,1,1,2,1,,108,01024,093,U,1,4
1200028,04,2,2,2,1,1,2,2,1,1,,108,01024,093,U,1,4
1200028,02,3,1,2,1,1,1,1,5,2,2,108,01024,093,U,1,4
1200028,01,3,1,1,1,1,1,2,2,1,,108,01024,093,U,1,4
1200075,03,3,1,1,1,1,1,2,2,1,,341,01025,092,U,1,3
1200075,05,3,1,1,1,1,1,1,5,1,,341,01025,092,U,1,3
1200075,02,3,1,1,1,1,2,2,3,1,,341,01025,092,U,1,3
1200075,01,2,1,1,1,1,1,1,2,1,,341,01025,092,U,1,3
1200103,02,2,1,1,1,1,1,2,3,1,,470,01026,092,U,1,3
1200103,03,3,1,1,1,1,1,2,2,1,,470,01026,092,U,1,3
1200103,01,3,1,1,1,1,1,2,4,1,,470,01026,092,U,1,3
1200103,04,3,1,1,1,1,1,1,5,1,,470,01026,092,U,1,3
1200118,01,3,1,1,1,1,1,1,4,1,,86,01027,093,U,1,4
1200130,01,2,2,1,1,1,2,2,3,1,,130,01028,093,U,1,4
1200130,03,2,1,1,1,1,1,2,1,1,,130,01028,093,U,1,4
1200130,02,3,1,1,1,1,1,1,2,1,,130,01028,093,U,1,4
1200241,04,2,2,1,1,1,2,2,5,1,,2705,01029,091,U,1,2
1200241,01,2,2,1,1,1,1,2,7,1,,2705,01029,091,U,1,2
1200241,05,3,1,1,1,2,2,2,2,1,,2705,01029,091,U,1,2
1200241,02,2,1,1,1,1,1,2,1,1,,2705,01029,091,U,1,2
1200241,03,2,1,1,1,1,1,1,9,2,3,2705,01029,091,U,1,2
1200260,01,2,1,1,1,1,2,2,2,1,,52,01030,093,U,1,4
1200260,03,3,1,1,1,1,1,1,4,1,,52,01030,093,U,1,4
1200260,04,3,1,1,1,1,1,1,2,1,,52,01030,093,U,1,4
1200310,01,2,6,2,1,1,2,2,1,1,,1008,01031,090,U,1,1
1200310,02,3,6,2,1,1,1,2,2,1,,1008,01031,090,U,1,1
1200310,03,2,4,2,1,1,2,2,3,1,,1008,01031,090,U,1,1
1200310,05,2,6,2,1,1,1,2,2,1,,1008,01031,090,U,1,1
1200316,02,1,6,2,1,1,2,2,4,1,,1227,01032,090,U,1,1
1200316,05,2,5,2,1,1,2,2,5,1,,1227,01032,090,U,1,1
1200316,01,2,6,2,1,1,1,2,5,1,,1227,01032,090,U,1,1
1200316,03,1,6,2,1,2,2,2,1,1,,1227,01032,090,U,1,1
1200316,04,1,5,2,1,1,1,2,4,1,,1227,01032,090,U,1,1
1200338,02,2,1,1,1,1,1,1,7,1,,2282,01033,091,U,1,2
1200338,05,2,1,1,1,1,2,2,3,1,,2282,01033,091,U,1,2
1200338,03,2,1,1,1,1,2,2,2,1,,2282,01033,091,U,1,2
1200338,04,2,1,1,1,1,2,2,4,1,,2282,01033,091,U,1,2
1200455,03,3,1,1,1,1,2,1,3,1,,136,01034,093,U,1,4
1200455,02,3,1,1,1,1,1,1,4,1,,136,01034,093,U,1,4
1200460,01,3,1,1,1,1,1,1,3,1,,107,01035,093,U,1,4
1200460,02,3,1,1,1,1,1,1,2,1,,107,01035,093,U,1,4
1200460,05,3,1,1,1,1,1,1,2,1,,107,01035,093,U,1,4
1200493,01,3,1,1,1,1,2,2,2,1,,2056,01036,091,U,1,2
1200493,04,2,1,1,1,1,2,2,2,1,,2056,01036,091,U,1,2
1200493,03,2,1,1,1,1,1,1,5,1,,2056,01036,091,U,1,2
1200493,05,2,1,1,1,1,1,1,4,1,,2056,01036,091,U,1,2
1200493,02,3,1,1,1,1,1,1,5,1,,2056,01036,091,U,1,2
1200565,05,3,1,1,1,1,1,2,1,1,,2551,01037,091,U,1,2
1200565,01,2,1,1,1,1,2,1,9,1,,2551,01037,091,U,1,2
1200565,04,3,1,1,1,1,1,1,2,1,,2551,01037,091,U,1,2
1200565,03,2,1,1,1,1,1,2,4,1,,2551,01037,091,U,1,2
1200565,02,2,1,1,1,1,1,1,5,1,,2551,01037,091,U,1,2
1200647,01,2,2,1,1,1,2,2,2,2,2,503,01038,092,U,1,3
1200647,03,3,1,1,1,1,1,2,6,1,,503,01038,092,U,1,3
1200647,05,2,2,1,1,1,2,2,6,1,,503,01038,092,U,1,3
1200647,04,2,1,1,1,1,1,2,2,1,,503,01038,092,U,1,3
1200647,02,2,1,1,1,1,2,1,3,1,,503,01038,092,U,1,3
1200678,05,2,1,1,1,1,1,1,3,1,,571,01039,092,U,1,3
1200678,04,3,1,1,1,1,2,2,3,1,,571,01039,092,U,1,3
1200678,03,2,1,1,1,1,1,2,2,1,,571,01039,092,U,1,3
1200678,02,2,1,1,1,1,2,2,1,1,,571,01039,092,U,1,3
